date,text
"07/10/2024","Oto lật như súc xắc"
"07/10/2024","Cái ô tô nó bay như xe đồ chơi trẻ em vậy"
"07/10/2024","Đúng nguy hiểm quá thật."
"07/10/2024","Xe đỏ đó là xe gì vậy mn"
"07/10/2024","Không gì cản được thiên nhiên. Chỉ giảm bớt được thiệt hại tốt nhất có thể thôi..."
"07/10/2024","Khổ thân người dân"
"07/10/2024","QUẢNG NINH Ơi thương quá"
"07/10/2024","Thằng trọc thái minh sao không đuổi bão khỏi quảng ninh đi"
"07/10/2024","Con xe nặng cả tấn mà còn bay thì biết gió nó giật cỡ nào"
"07/10/2024","Nam mô a di đà phật"
"07/10/2024","Cầu mong cho tất cả mọi người sẽ bình an"
"07/10/2024","Bình an"
"07/10/2024","Nam mô a di đà phật.."
"07/10/2024","Chia sẻ nhé vất vả quá"
"07/10/2024","Thổi lật cả ô tô"
"07/10/2024","Oto mà lật luôn."
"07/10/2024","Sao không kêu thằng thái minh nó cầu Cho"
"07/10/2024","Xe bay như xốp"
"07/10/2024","Khổ thân mn quá! Mong mn bảo trọng"
"07/10/2024","Mong cho nhà nhà người người được b a"
"07/10/2024","Bay cả oto thật khủng khiếp"
"07/10/2024","Ô tô sốp ak"
"07/10/2024","Thích trúc thái minh cúng xin rồi mà vẫn Ko tránh dc bão !! Kaka"
"07/10/2024","bây gjờ vẫn mưa to .bao gjờ mới qua đay"
"07/10/2024","Ace ngoài này mình có ổn không?Nhà tôi vẫn ổn,có mất tí đồ thôi"
"07/10/2024","Do người dân chủ quan,"
"07/10/2024","San ủi đất rừng để làm nhà. Bác nào được chống lưng mạnh dữ."
"07/10/2024","Nam mô a Di Đà Phật ông trời ơi dân khổ quá rồi ông oi"
"07/10/2024","Quả này ở cái lân rồi, video này từ han đông chiếu xuống kinh quá"
"07/10/2024","thương quá"
"07/10/2024","Siêu bảo mà bay ô tô luôn trời sợ quá"
"07/10/2024","Người chưa gặp bão thì chưa thấy sợ.gặp bão yagi rồi có sợ hay không"
"07/10/2024","Trường khí rất mạnh. Mấy ông tử vi bảo thế"
"07/10/2024","Bình thường mà. Lúc em ngủ mơ còn gê hơn vậy."
"07/10/2024","Trời mưa gió bảo sợ nhất nhà ai ở gần biển núi và chung cư cao từng rất là sợ hư hôn"
"07/10/2024","Nam mô bổn sư thích ca mâu Ni Phật"
"07/10/2024","Khổ quá"
"07/10/2024","Sợ nhất nhà gần đồi thế này ko biết lúc nào nó sạt lở"
"07/10/2024","Oto bay kiat"
"07/10/2024","Sợ quá"
"07/10/2024","Chỗ này giáp mặt biển hứng trọn bao."
"07/10/2024","Ôi cảm giác con ô tô bị lật"
"07/10/2024","Quá kinh khủng"
"07/10/2024","Bởi vậy ở Hcm thật may . Thương bà con những nơi bị ảnh hưởng da bão mong sẽ k có thiệt hại về ng . Của mất cố gắng sẽ làm lại đc"
"07/10/2024","Gió thổi bay cả ô tô sợ thật"
"07/10/2024","Khổ quá mà. Nhà xe bay lật hết thế kia"
"07/10/2024","Xe đỏ bay luôn"
"07/10/2024","Giờ mới thấy là đầu... Bay cả ôtô"
"07/10/2024","Nam mô địa tạng vương Bồ tát"
"07/10/2024","Hạ long bay có khác"
"07/10/2024","Nhà có điều kiện lo gì giữa lúc mưa bão này"
"07/10/2024","Trời bay ô tô luôn"
"07/10/2024","Trận bão to nhất từ trước đến nay"
"07/10/2024","Mưa bão thì mang tôi ra lzi"
"07/10/2024","Ô tô lăn luôn"
"07/10/2024","Adidaphat"
"07/10/2024","Giàu mà bay vậy có sao đâu"
"07/10/2024","Gọi là xe hơi."
"07/10/2024","Xe nhẹ lại đậu ngang khổng gió xe trắng nó đậu dọc có sao đâu.."
"07/10/2024","Bay cả ê tô"
"07/10/2024","Mặc quần có khi còn bay mất kk"
"07/10/2024","Nhìn cái nhà kiểu lung lay hay sao v nhỉ"
"07/10/2024","Xe bay như tờ giấy"
"07/10/2024","Bay cả oto hic"
"07/10/2024","Khủng khiếp"
"07/10/2024","Vlo của toy hay sao aya. Vỏ mỏng khổ đủ đg"
"07/10/2024","Giọng ải giọng ai"
"07/10/2024","Nhà giàu cũng pk khóc thật"
"07/10/2024","Thằng Thái Minh đâu rồi?"
"07/10/2024","Sợ thật"
"07/10/2024","Thương"
"07/10/2024","chủ xe bảo"
"07/10/2024","Dân QN biết ơn thằng TCTM"
"07/10/2024","Chi kinh rứa"
"07/10/2024","thit thái mịn đâu !!!??"
"07/10/2024","Đậu xe ngang gió thì chịu sao nổi. Đậu dọc gió như xe trắng thì đỡ rồi"
"07/10/2024","Chắn kiểu gì"
"07/10/2024","Ui troi. Bay cả cái o tô"
"07/10/2024","Yen Nguyen ô tô lật luôn"
"07/10/2024","Nhiều người nghĩ gần núi đc cản gió nhiều ...chứ thực tế gió nó đi vòng còn mạnh hơn..gặp như trong clip thì gió đi rồi gió lại về"
"07/10/2024","Nammoadidaphat"
"07/10/2024","khổ"
"07/10/2024","Siêu Bão Giáp Thìn Chu Kỳ 60 Năm"
"07/10/2024","Cái ô tô nó ghép vào hay sao í, tự nhiên trong video chả thấy nó chạy vào, mà tự nhiên đùng cái xuất hiện"
"07/10/2024","Sao ko thấy ông phật sống nào giúp dân tai qua nạn khỏi nhỉ"
"07/10/2024","Thằng chúa dê cụ ở đâu khi thiên tai ập xuống nhỉ"
"07/10/2024","Thương quá"
"07/10/2024","Xe Nhật à đúng hàng Nhật chất lượng tôn di động"
"07/10/2024","Tụi mày nên tu nhiều vào"
"07/10/2024","Ai bị vậy ib m nhé."
"07/10/2024","."
"07/10/2024","nam mô a di đà phật nam mô bổn sư thích ca mâu ni phật cầu mong moi người bình an"
"07/10/2024","Lên 3 vàng thỉnh chư tiên ngay"
"07/10/2024","Phật chúa đâu rồi, sao ko kêu bão rút đi chứ"
"07/10/2024","Trắng lưỡi đa số đều hôi miệng,số ít lợn cợn đắng chát,hoặc kiểu rát nhẹ,nổi gai lưỡi,ăn cay nóng đau rát..."
"07/10/2024","Nam mô aididàlat"
"07/10/2024","Sao ko gọi thăng trọc thái díu nó kêu chư thiên giúp cho"
"07/10/2024","Cập nhật hình ảnh bão yayi vừa rồi !!"
"07/10/2024","Dân quảng ninh siêu giàu, ngại gì mấy cái tổn thất nhỏ nhặt, người còn thì sau bão ta xây lại gấp 10."
"07/10/2024","Sao thằng trúc thái minh nó cúng mưa gió giỏi lắm mà nó không cúng cho bão đổi hướng cho dân đỡ khổ"
"07/10/2024","haizz"
"07/10/2024","Kkkkk"
"07/10/2024","Chấp làm gì cái loại này bạn."
"07/10/2024","Nguyễn Ngọc chi vi vác mõm đi chối xa ma cha me bi chửi lây khổ"
"07/10/2024","dã man"
"07/10/2024",".b"
"07/10/2024","Có điềm báo trước"
"07/10/2024","Các ông cứ bảo đặt bé bự vs thằng bé, tới nó đặt cho quả nandoi45 thì nó lại vui cả nhà"
"07/10/2024","Nhớ k nhầm thì tên bão là đc đặt sẵn 1 danh sách bởi những nước dễ bị ảnh hưởng bởi bão hay j đấy, xong đến cái nào thì họ lấy tên lần lượt trong danh sách có sẵn ra thôi, chứ chả liên quan j tới việc nước nào đặt cho bão nào cả"
"07/10/2024","Littleboy vs Fatman hay hơn mà ko đặt :))))"
"07/10/2024","Đặt Hưng Yên cho nó mạnh"
"07/10/2024","Cười hả hê đi, toàn đi xkld bên nc nó. Còn nữa, hết visa thì trốn chui đã vậy còn có tính ăn cắp vặt nữa chớ. Mới đây còn cướp của giết người. Toàn là con cháu của khỉ trường sơn =)))"
"07/10/2024","Nghe nói là siêu bão, siêu mạnh"
"07/10/2024","Tại sao lại có mấy người lại đùa theo kiểu ""little boy"" và ""fat man"" thế nhỉ.Nó là tội ác chiến tranh mà cứ đùa như kiểu người Nhật PHẢI chịu lượng thương vong đấy vậy. Đúng là Nhật là bên phát xít nhưng đó là QUÁ KHỨ. Thử nghĩ lại nhá nếu nước khác nói về vụ nạn đói 1945 là phải chịu hay việc nhổ lúa trồng đay là do yếu kém nên bị, đó là một cái nhìn phiến diện vì dân ta có làm gì lên tội đâu, các bạn có tức không, khó chịu không. Lớn rồi! Văn minh lên ranh giới giữa đùa cợt và vô duyên nó mỏng manh lắm. Chốt lại đùa thì lựa lựa chứ tôi cũng ko quản được, với cả đừng có lấy cái câu"" khi không phải bi kịch của ta, thì nó là hài kịch"" (nói thật ngáo lắm).(Bình luận chỉ muốn mọi người bình đẳng giữa hai nước, vì đó chỉ là quá khứ chúng ta nên ghi nhớ và khắc ghi chứ không phải để mỉa mai hay bôi nhọ)"
"07/10/2024","nhiều người joke mấy cái liên quan đến lịch sử của hoà tưởng đấy là hay nhỉ?"
"07/10/2024","Và không phải cái gì cũng báo lên phương đc nhé"
"07/10/2024","Fatman hay littleboy nghe cũng hay mà"
"07/10/2024","Từ biển Đông"
"07/10/2024","Xem windy thì nó quành ra biển á chứ ko vào nhật"
"07/10/2024","Nguyễn Thủy Anh đúng nó quành ra biển nhưng vùng mây chính của bão vẫn bao trùm 1 phần đảo chính của Nhật"
"07/10/2024","Cty Đồ Chơi Mầm Non Nhật Minh • chuyên sản xuất, lắp đặt khu vui chơi liên hoàn cho trẻ mầm non, giá cực tốt."
"07/10/2024","Ê nha ê nha"
"07/10/2024","Có qua có lại"
"07/10/2024","Ê nha"
"07/10/2024","Nó lại quay ra biển rồi ad ạ"
"07/10/2024","Quy tắc đặt tên bão ở Tây Bắc Thái Bình Dương (khu vực có Việt Nam)"
"07/10/2024","Thôi, thống nhất 1 tên thôi má"
"07/10/2024","Nhật đặt tên thì bay vào VN còn VN đặt tên lại bay vào Nhật .ý trời"
"07/10/2024","đến từ nhà tôi, vợ Hà chồng Long"
"07/10/2024","Đừng có cười như kiểu hả hê lắm"
"07/10/2024","tất cả những tên bão do VIệt Nam đặt đều dỗi quay xe ko đi qua Việt Nam"
"07/10/2024","Xin lỗi vì mình đã cười"
"07/10/2024","Ăn miếng trả miếng kk"
"07/10/2024","Siêu bão thì siêu bão nhưng vẫn yêu nước nha"
"07/10/2024","Ko vào nhật đâu nhé."
"07/10/2024","Tôi nói bạn nghe ""Bánh ít đi, bánh quy lại"""
"07/10/2024","Mong gió mùa đông bắc về lạnh là tan bão ngay"
"07/10/2024","Đây gọi là có qua có lại à"
"07/10/2024","Liên quan gì mình đâu"
"07/10/2024","Vớ vẩn"
"07/10/2024","xin lỗi nhựt bổn nke"
"07/10/2024","Chưa có thông tin bão số 12 đưa thông tin cho chính xác vào ad không nên đưa thông tin sai sự thật gây hoang mang dư luận."
"07/10/2024","Có đi có lại à :))"
"07/10/2024","Moá,cái khúc đặt tên cấn cấn nha"
"07/10/2024","chọi nhau à"
"07/10/2024","Đù.. chả có nhẽ..."
"07/10/2024","Nam Mô A Di Đà Phật"
"07/10/2024","may mà yagi chứ nó đặt yugi bão nó buff sức mạnh tình bạn nữa thì chết toi"
"07/10/2024","Liên quan mẹ gì.tên bão có quy tắc đặt rồi.bài vớ vẩn vl"
"07/10/2024","Này gọi là ông ăn chả bà ăn nem hả mn"
"07/10/2024","Nó quay đầu rồi"
"07/10/2024","Mình ở đảo dính"
"07/10/2024","page gây war à, chả liên quan gì"
"07/10/2024","Từ khi có Yagi nó đã làm cho tôi bị ám ảnh lo âu mỗi khi có mưa."
"07/10/2024","Tìm thấy chưa m"
"07/10/2024","Bảo hạ long ??"
"07/10/2024","Là sao mn, nước nào thích đặt tên cho bão cx đc hả"
"07/10/2024","Riêng miền Bắc đón hết bão nhé! Vào là tan ngay! Đừng vào miền Trung ruột thịt là đc"
"07/10/2024","Bão là do tự nhiên, tên đéo nào chả như nhau, thấy người ta bị bão thì cười hả hê đúng óc lợn."
"07/10/2024",":))))"
"07/10/2024","Lũ mất não đi hả hê thiên tai như vậy à?"
"07/10/2024","1-1"
"07/10/2024","T chẳng thấy có gì đáng hả hê chuyện bão lũ này cả. Đã thế đi làm culi cho nó mà cứ mong nó có chuyện."
"07/10/2024","Ý là Hạ Long trả đũa Yagi à, đúng là bọn khốn kiếp câu view bẩn tưởi"
"07/10/2024","sao ko đặt tên Oa Khấu?"
"07/10/2024","Bucu"
"07/10/2024","Việt Nam có cả Bão HALINH..:)))"
"07/10/2024","Sao ko đặt china cho dân nhựt họ tự tin đấm bão luôn"
"07/10/2024","Hết bão bùa lòi đến mắt mò giờ đến halong"
"07/10/2024","Cái này gọi là có qua có lại đấy à"
"07/10/2024","xem windy thấy n đi ven ven Nhật xong cua ra ngoài biển r lên Nga cơ nhìn to thật"
"07/10/2024","Thế là hoà còn gì"
"07/10/2024","Bão thường đặt theo tên phụ nữ. Lần này là Hạ Long nên chắc sẽ tan thôi. :>"
"07/10/2024","Con mẹ thằng nào đặt tên bão mà tâm địa ác z, Hạ Long nói riêng và Quảng Ninh 14 nói chung trước nay luôn sống hào phóng, rộng lượng với nhân dân gặp thiên tai trên cả nước. Kbjo tranh nguồn tiền cứu trợ với các tỉnh khác mà nó đặt tên bão nv thì thử hỏi còn khách nào dám đặt chân đến danh lam thắng cảnh Hạ Long du lịch nữa chứ? Mẹ nó, bất nhân vkl"
"07/10/2024","Thế thì bão sẽ tan sớm thôi. Như không có gì xảy ra =))"
"07/10/2024","Đặt tên là bão Takuda"
"07/10/2024","Bạn gửi tôi cgi t trả bạn lại cái y hệt à"
"07/10/2024","HaLong do VN đặt"
"07/10/2024","Đặt Halong xong họ không dám đi du lịch Halong nữa thì"
"07/10/2024","Con Yagi năm đó nó quét đúng vào hạ long là vùng tâm bão đi qua đấy =)))))"
"07/10/2024","Lần sau đặt tên bão là BoomNguyentu"
"07/10/2024","Lời cảm ơn từ Tokyo vì nhờ VN đặt tên này mà bão theo đúng quỹ đạo làm tí gió mát cho Tô rồi lại cuốn xéo lại ra biển rồi!"
"07/10/2024","Cái này là do thiên nhiên, liên quan j đến việc 2 nước. K nên hả hê, họ đâu muốn Vn bị bão tàn phá đâu. Đặt tên là trên cơ sở khoa học giữa các hội khí tượng với nhau thôi."
"07/10/2024","Rồi halong cũng sẽ bị loại khỏi danh sách"
"07/10/2024","Sau đặt cho Nhật thì cứ FatBoy với LittleMan mà nhắm"
"07/10/2024","Ăn miếng trả miếng à"
"07/10/2024","Tào lao"
"07/10/2024","Ad có thể cho mình biết thời gian dự kiến của con bão đổ bộ vào Nhật Bản được không"
"07/10/2024","Kèo này cân quá"
"07/09/2024","Hà nội Quá chủ quan"
"07/09/2024","Bão dự báo từ mấy hôm vậy lãnh đạo thành phố sao ko cắt tỉa bớt cành lá đi vậy ,lúc chặt cây đi bán thì sao nhanh thế"
"07/09/2024","ko có thiệt hại về người là tốt rồi ạ . Thủ Đô xanh rồi sẽ lại xanh trở lại. mọi người cố lên ."
"07/09/2024","Sau cơn bão này có lẽ nhiều người thương dân miền Trung hơn , người miền Trung làm mùa nắng ăn mùa mưa, tới mùa là bảo lụt mấy tháng liền,"
"07/09/2024","Các bạn thành phố hay chửi là dân nhà quê mà .nhà quê nhiều đồ ăn cứu sống người lắm cơ"
"07/09/2024","Hà nội Quá chủ quan"
"07/09/2024","Bão dự báo từ mấy hôm vậy lãnh đạo thành phố sao ko cắt tỉa bớt cành lá đi vậy ,lúc chặt cây đi bán thì sao nhanh thế"
"07/09/2024","ko có thiệt hại về người là tốt rồi ạ . Thủ Đô xanh rồi sẽ lại xanh trở lại. mọi người cố lên ."
"07/09/2024","Sau cơn bão này có lẽ nhiều người thương dân miền Trung hơn , người miền Trung làm mùa nắng ăn mùa mưa, tới mùa là bảo lụt mấy tháng liền,"
"07/09/2024","Các bạn thành phố hay chửi là dân nhà quê mà .nhà quê nhiều đồ ăn cứu sống người lắm cơ"
"07/09/2024","Hà nội Quá chủ quan"
"07/09/2024","Bão dự báo từ mấy hôm vậy lãnh đạo thành phố sao ko cắt tỉa bớt cành lá đi vậy ,lúc chặt cây đi bán thì sao nhanh thế"
"07/09/2024","ko có thiệt hại về người là tốt rồi ạ . Thủ Đô xanh rồi sẽ lại xanh trở lại. mọi người cố lên ."
"07/09/2024","Sau cơn bão này có lẽ nhiều người thương dân miền Trung hơn , người miền Trung làm mùa nắng ăn mùa mưa, tới mùa là bảo lụt mấy tháng liền,"
"07/09/2024","Các bạn thành phố hay chửi là dân nhà quê mà .nhà quê nhiều đồ ăn cứu sống người lắm cơ"
"07/09/2024","Lãnh đạo tỉnh Quảng Ninh sao không nhờ Thích Trúc Thái Minh thỉnh cho bão không vào tỉnh Quảng Ninh nhề."
"07/09/2024","Van Lien Do khổ nỗi chư thiên nghe bão chạy trốn mất xác rồi"
"07/09/2024","Giờ này chắc khi TCT MINH ĐANG ẨN THÂN CHI THUẬT dưới mật thất, thỉnh chó quay chân dài về tạ long ân địa chủ rồi bạn ạ"
"07/09/2024","Van Lien Do thầy phải bão song thì thầy mới bắt đầu nổ là k có thầy thỉnh thi QN còn nặng hơn nữa"
"07/09/2024","câu hỏi hay. Tttm giỏi lắm mà,,,ah mà giỏi lừa gạt, truyền bá mê tín dị đoan"
"07/09/2024","Mà này Bác đã kêu nó bằng thằng thì không cần tôn trọng khi viết tên nó bằng chữ hoa thế Bác ạ."
"07/09/2024","nam mô a di đà phật."
"07/09/2024","Miền Bắc quá khổ rồi mong bình an"
"07/09/2024","Thằng Thích chúc Thái Minh nó lại bảo dân Quảng Ninh ăn ở như nào rồi￼"
"07/09/2024","Để dọc như xe trắng chắc ko bay vì để ngang xe thôi"
"07/09/2024","Chắc a xe điện"
"07/09/2024","Bảo ngu thì lại tự ái."
"07/09/2024","Thương lắm Quảng Ninh ơi"
"07/09/2024","Quảng Ninh ơi thương quá.cả cái ô tô bay như vậy thì biết sức gió mạnh thế nào rồi"
"07/09/2024","Bay như đồ chơi, khủng khiếp"
"07/09/2024","Hồi trưa tui có xem cái clip bên đảo hải nam trung quốc có chiếc xe 16 chỗ bị lốc xoáy cuốn bay lên mái nhà luôn ! Gió kinh dị vãi"
"07/09/2024","Thương quá Miền bắc ơi"
"07/09/2024","Bão ghê thiệt . Nhờ thầy thích minh tuệ cứu người dân"
"07/09/2024","Phật ở tâm chứ làm gì có thần thông"
"07/09/2024","Nhìn rất thương bà con ở vùng bão lũ có lên bà con ơi"
"07/09/2024","Vùng mình Phú Thọ vẫn bình yên"
"07/09/2024","NAM MÔ A DI ĐÀ PHẬT"
"07/09/2024","Sao ông Minh ko biến hóa xua đuổi ma quỷ còn được Mưa bão là chuyện nhỏ Nam mô a Di Đà Phật"
"07/09/2024","HÃY MAU NIỆM PHẬT: ĐI, ĐỨNG, NẰM, NGỒI...LÀM GÌ CŨNG NIỆM ĐƯỢC."
"07/09/2024","Adidaphat xong trận này ai có đống bảo hiểm thì kg lo chỉ thương cho người dân nghèo đã khổ càng cộng khổ"
"07/09/2024","Cầu mong nhân loại được an yên"
"07/09/2024","xe trắng cẩn thận thế. Gác hẳn cột điện lên xe cho khỏi bay"
"07/09/2024","sau trận bão này đội buôn phế liệu dầu lên nhanh chóng"
"07/09/2024","Thằng thái minh nó gọi bão đến đấy. Đồ nghiệp chướng. Nó là nhiều điều ác."
"07/09/2024","Bảo rồi đừng ra ngoài nữa"
"07/09/2024","Nam mô a Di Đà Phật"
"07/09/2024","Chắc trọc minh đang trốn bão trong phòng Yến 3vàng,theo thở quên thỉnh"
"07/09/2024","Thương lắm quảng ninh oi mô Phật mong tất cả mọi người bình an"
"07/09/2024","Thầy bảo nghiệp phải cúng.cúng rồi sao ko thoát nghiệp"
"07/09/2024","Thích trúc thái minh có thể cúng giải oan cho hết mưa bảo mà"
"07/09/2024","Vc nhi nó thôi lật oto luôn khiếp nhỉ"
"07/09/2024","Xe đỗ dọc theo đường đây đi đỗ ngang chả khác gì thách thức mẹ thiên nhiên"
"07/09/2024","Ui cha mẹ oi oto mà nó còn đẩy đi được thì người bi cuốn theo là bình thường. Sợ thiệt"
"07/09/2024","Nếu xe để dọc chắc ko bị lật rồi! thương ghê. Cầu mong mọi người đều BÌNH AN"
"07/09/2024","Có của không giữ . đã cảnh báo rồi như này là đừng kêu ca gì hết"
"07/09/2024","Sao ko goi thằng sư ở chùa ba vàng nó khấn cho"
"07/09/2024","A DI ĐÀ PHẬT"
"07/09/2024","Thương lắm quảng ninh ơi"
"07/09/2024","Cố lên miền bắc tôi ơi"
"07/09/2024","Đây là siêu bão, ở đâu cũng nát hết,..cùng trên đất nước không đồng cảm mà lại nói đc câu đấy.. Hài thật sự"
"07/09/2024","Thương lắm miền bắc ơi tất cả đều cô ả gắng lên nào"
"07/09/2024","Tiếc con oto quá"
"07/09/2024","mong mọi ngừoi bình an"
"07/09/2024","Xe oto mà nó bay nhẹ nhàng vậy"
"07/09/2024","Ông trúc thái minh bảo đây là nghiệp của quảng ninh"
"07/09/2024","Thương mọi người quá"
"07/09/2024","A Di Đà Phật"
"07/09/2024","Bắc ninh thùng contrener còn lật"
"07/09/2024","A di đà phật"
"07/09/2024","Thương quá bà con ơi"
"07/09/2024","Xe oto nó bay như xe giấy thế kia khiếp thật"
"07/09/2024","Bão đợt này Ngửi thấy mùi chủ quan nhiều lắm nha .. chắc chưa từng trải nên vậy"
"07/09/2024","Bay cả ô tô thì biết là gió thổi mạnh cỡ nào"
"07/09/2024","Quảng Ninh ơi cố gắng lên nhé,nam mô a Di Đà Phật"
"07/09/2024","Này gọi là quả báo nhãn tiền"
"07/09/2024","Mẹ thiên nhiên nổi giận"
"07/09/2024","Gió bay ô tô! Sức gió mạnh khủng khiếp!"
"07/09/2024","Oto lật như súc xắc"
"07/09/2024","Cái ô tô nó bay như xe đồ chơi trẻ em vậy"
"07/09/2024","Đúng nguy hiểm quá thật."
"07/09/2024","Xe đỏ đó là xe gì vậy mn"
"07/09/2024","Không gì cản được thiên nhiên. Chỉ giảm bớt được thiệt hại tốt nhất có thể thôi..."
"07/09/2024","Khổ thân người dân"
"07/09/2024","QUẢNG NINH Ơi thương quá"
"07/09/2024","Thằng trọc thái minh sao không đuổi bão khỏi quảng ninh đi"
"07/09/2024","Con xe nặng cả tấn mà còn bay thì biết gió nó giật cỡ nào"
"07/09/2024","Nam mô a di đà phật"
"07/09/2024","Cầu mong cho tất cả mọi người sẽ bình an"
"07/09/2024","Bình an"
"07/09/2024","Nam mô a di đà phật.."
"07/09/2024","Chia sẻ nhé vất vả quá"
"07/09/2024","Thổi lật cả ô tô"
"07/09/2024","Oto mà lật luôn."
"07/09/2024","Sao không kêu thằng thái minh nó cầu Cho"
"07/09/2024","Xe bay như xốp"
"07/09/2024","Khổ thân mn quá! Mong mn bảo trọng"
"07/09/2024","Mong cho nhà nhà người người được b a"
"07/09/2024","Bay cả oto thật khủng khiếp"
"07/09/2024","Ô tô sốp ak"
"07/09/2024","Thích trúc thái minh cúng xin rồi mà vẫn Ko tránh dc bão !! Kaka"
"07/09/2024","bây gjờ vẫn mưa to .bao gjờ mới qua đay"
"07/09/2024","Ace ngoài này mình có ổn không?Nhà tôi vẫn ổn,có mất tí đồ thôi"
"07/09/2024","Do người dân chủ quan,"
"07/09/2024","San ủi đất rừng để làm nhà. Bác nào được chống lưng mạnh dữ."
"07/09/2024","Nam mô a Di Đà Phật ông trời ơi dân khổ quá rồi ông oi"
"07/09/2024","Quả này ở cái lân rồi, video này từ han đông chiếu xuống kinh quá"
"07/09/2024","thương quá"
"07/09/2024","Siêu bảo mà bay ô tô luôn trời sợ quá"
"07/09/2024","Người chưa gặp bão thì chưa thấy sợ.gặp bão yagi rồi có sợ hay không"
"07/09/2024","Trường khí rất mạnh. Mấy ông tử vi bảo thế"
"07/09/2024","Bình thường mà. Lúc em ngủ mơ còn gê hơn vậy."
"07/09/2024","Trời mưa gió bảo sợ nhất nhà ai ở gần biển núi và chung cư cao từng rất là sợ hư hôn"
"07/09/2024","Nam mô bổn sư thích ca mâu Ni Phật"
"07/09/2024","Khổ quá"
"07/09/2024","Sợ nhất nhà gần đồi thế này ko biết lúc nào nó sạt lở"
"07/09/2024","Oto bay kiat"
"07/09/2024","Sợ quá"
"07/09/2024","Chỗ này giáp mặt biển hứng trọn bao."
"07/09/2024","Ôi cảm giác con ô tô bị lật"
"07/09/2024","Quá kinh khủng"
"07/09/2024","Bởi vậy ở Hcm thật may . Thương bà con những nơi bị ảnh hưởng da bão mong sẽ k có thiệt hại về ng . Của mất cố gắng sẽ làm lại đc"
"07/09/2024","Gió thổi bay cả ô tô sợ thật"
"07/09/2024","Khổ quá mà. Nhà xe bay lật hết thế kia"
"07/09/2024","Xe đỏ bay luôn"
"07/09/2024","Giờ mới thấy là đầu... Bay cả ôtô"
"07/09/2024","Nam mô địa tạng vương Bồ tát"
"07/09/2024","Hạ long bay có khác"
"07/09/2024","Nhà có điều kiện lo gì giữa lúc mưa bão này"
"07/09/2024","Trời bay ô tô luôn"
"07/09/2024","Trận bão to nhất từ trước đến nay"
"07/09/2024","Mưa bão thì mang tôi ra lzi"
"07/09/2024","Ô tô lăn luôn"
"07/09/2024","Adidaphat"
"07/09/2024","Giàu mà bay vậy có sao đâu"
"07/09/2024","Gọi là xe hơi."
"07/09/2024","Xe nhẹ lại đậu ngang khổng gió xe trắng nó đậu dọc có sao đâu.."
"07/09/2024","Bay cả ê tô"
"07/09/2024","Mặc quần có khi còn bay mất kk"
"07/09/2024","Nhìn cái nhà kiểu lung lay hay sao v nhỉ"
"07/09/2024","Xe bay như tờ giấy"
"07/09/2024","Bay cả oto hic"
"07/09/2024","Khủng khiếp"
"07/09/2024","Vlo của toy hay sao aya. Vỏ mỏng khổ đủ đg"
"07/09/2024","Giọng ải giọng ai"
"07/09/2024","Nhà giàu cũng pk khóc thật"
"07/09/2024","Thằng Thái Minh đâu rồi?"
"07/09/2024","Sợ thật"
"07/09/2024","Thương"
"07/09/2024","chủ xe bảo"
"07/09/2024","Dân QN biết ơn thằng TCTM"
"07/09/2024","Chi kinh rứa"
"07/09/2024","thit thái mịn đâu !!!??"
"07/09/2024","Đậu xe ngang gió thì chịu sao nổi. Đậu dọc gió như xe trắng thì đỡ rồi"
"07/09/2024","Chắn kiểu gì"
"07/09/2024","Ui troi. Bay cả cái o tô"
"07/09/2024","Yen Nguyen ô tô lật luôn"
"07/09/2024","Nhiều người nghĩ gần núi đc cản gió nhiều ...chứ thực tế gió nó đi vòng còn mạnh hơn..gặp như trong clip thì gió đi rồi gió lại về"
"07/09/2024","Nammoadidaphat"
"07/09/2024","khổ"
"07/09/2024","Siêu Bão Giáp Thìn Chu Kỳ 60 Năm"
"07/09/2024","Cái ô tô nó ghép vào hay sao í, tự nhiên trong video chả thấy nó chạy vào, mà tự nhiên đùng cái xuất hiện"
"07/09/2024","Sao ko thấy ông phật sống nào giúp dân tai qua nạn khỏi nhỉ"
"07/09/2024","Thằng chúa dê cụ ở đâu khi thiên tai ập xuống nhỉ"
"07/09/2024","Thương quá"
"07/09/2024","Xe Nhật à đúng hàng Nhật chất lượng tôn di động"
"07/09/2024","Tụi mày nên tu nhiều vào"
"07/09/2024","Ai bị vậy ib m nhé."
"07/09/2024","."
"07/09/2024","nam mô a di đà phật nam mô bổn sư thích ca mâu ni phật cầu mong moi người bình an"
"07/09/2024","Lên 3 vàng thỉnh chư tiên ngay"
"07/09/2024","Phật chúa đâu rồi, sao ko kêu bão rút đi chứ"
"07/09/2024","Trắng lưỡi đa số đều hôi miệng,số ít lợn cợn đắng chát,hoặc kiểu rát nhẹ,nổi gai lưỡi,ăn cay nóng đau rát..."
"07/09/2024","Nam mô aididàlat"
"07/09/2024","Sao ko gọi thăng trọc thái díu nó kêu chư thiên giúp cho"
"07/09/2024","Cập nhật hình ảnh bão yayi vừa rồi !!"
"07/09/2024","Dân quảng ninh siêu giàu, ngại gì mấy cái tổn thất nhỏ nhặt, người còn thì sau bão ta xây lại gấp 10."
